 id,Group,Name,rows,cols,entries
388,DRIVCAV,cavity09,1182,1182,32747
1804,Meszaros,fxm2-16,3900,7335,32972
468,Grund,poli_large,15575,15575,33074
615,LPnetlib,lp_d2q06c,2171,5831,33081
157,HB,gemat12,4929,4929,33111
2114,JGD_Homology,n4c5-b6,4735,4340,33145
156,HB,gemat11,4929,4929,33185
2725,VDOL,reorientation_4,2717,2717,33630
33,HB,bcsstk11,1473,1473,34241
34,HB,bcsstk12,1473,1473,34241
525,Gset,G60,7000,7000,34296
526,Gset,G61,7000,7000,34296
2133,JGD_Homology,shar_te2-b1,17160,286,34320
357,Boeing,msc00726,726,726,34518
1545,Schenk_IBMNA,c-26,4307,4307,34537
2350,Rommes,bips98_606,7135,7135,34738
2891,ML_Graph,YaleB_10NN,2414,2414,34808
934,Lucifora,cell1,7055,7055,34855
935,Lucifora,cell2,7055,7055,34855
2680,VDOL,freeFlyingRobot_8,4398,4398,34958
1444,Oberwolfach,rail_5177,5177,5177,35185
2031,JGD_Homology,ch7-8-b2,11760,1176,35280
2726,VDOL,reorientation_5,2904,2904,35590
2791,SNAP,soc-sign-bitcoin-otc,5881,5881,35592
619,LPnetlib,lp_dfl001,6071,12230,35632
1543,Schenk_IBMNA,c-24,4119,4119,35699
2145,JGD_Kocay,Trec11,235,1138,35705
1796,Meszaros,deter2,6095,17313,35731
370,Bomhof,circuit_1,2624,2624,35823
1827,Meszaros,scagr7-2b,9743,13847,35885
531,Gset,G66,9000,9000,36000
2668,VDOL,dynamicSoaringProblem_4,3191,3191,36516
2670,VDOL,dynamicSoaringProblem_6,3431,3431,36741
2669,VDOL,dynamicSoaringProblem_5,3271,3271,36789
1841,Gleich,wb-cs-stanford,9914,9914,36854
1866,Muite,Chebyshev3,4101,4101,36879
1918,Luong,photogrammetry2,4472,936,37056
2252,Priebel,162bit,3606,3597,37118
1801,Meszaros,deter7,6375,18153,37131
2728,VDOL,reorientation_7,3057,3057,37150
735,Mallya,lhr02,2954,2954,37206
2727,VDOL,reorientation_6,3006,3006,37342
1206,Oberwolfach,t2dal_a,4257,4257,37465
1448,Oberwolfach,t2dal_bci,4257,4257,37465
1449,Oberwolfach,t2dal,4257,4257,37465
702,LPnetlib,lp_woodw,1098,8418,37487
1985,JGD_GL7d,GL7d12,8899,1019,37519
2671,VDOL,dynamicSoaringProblem_7,3511,3511,37680
616,LPnetlib,lp_d6cube,415,6184,37704
2278,Grund,poli3,16955,16955,37849
2729,VDOL,reorientation_8,3108,3108,37894
2005,JGD_Groebner,rkat7_mat5,694,738,38114
2672,VDOL,dynamicSoaringProblem_8,3543,3543,38136
660,LPnetlib,lp_qap12,3192,8856,38304
797,Qaplib,lp_nug12,3192,8856,38304
469,Gset,G1,800,800,38352
470,Gset,G10,800,800,38352
480,Gset,G2,800,800,38352
491,Gset,G3,800,800,38352
502,Gset,G4,800,800,38352
513,Gset,G5,800,800,38352
524,Gset,G6,800,800,38352
533,Gset,G7,800,800,38352
534,Gset,G8,800,800,38352
535,Gset,G9,800,800,38352
1769,Meszaros,seymourl,4944,6316,38493
568,Hollinger,jan99jac020,6774,6774,38692
569,Hollinger,jan99jac020sc,6774,6774,38692
363,Boeing,nasa1824,1824,1824,39208
757,Nasa,nasa1824,1824,1824,39208
2152,JGD_Margulies,cat_ears_3_4,5226,13271,39592
2733,VDOL,spaceShuttleEntry_4,2450,2450,39669
2681,VDOL,freeFlyingRobot_9,4778,4778,39964
483,Gset,G22,2000,2000,39980
484,Gset,G23,2000,2000,39980
485,Gset,G24,2000,2000,39980
486,Gset,G25,2000,2000,39980
487,Gset,G26,2000,2000,39980
488,Gset,G27,2000,2000,39980
489,Gset,G28,2000,2000,39980
490,Gset,G29,2000,2000,39980
492,Gset,G30,2000,2000,39980
493,Gset,G31,2000,2000,39980
2308,SNAP,p2p-Gnutella04,10879,10879,39994
532,Gset,G67,10000,10000,40000
2081,JGD_Homology,n2c6-b6,5715,4945,40005
2683,VDOL,freeFlyingRobot_11,5438,5438,40054
2682,VDOL,freeFlyingRobot_10,5218,5218,40080
1960,JGD_Franz,Franz7,10164,1740,40424
424,FIDAP,ex27,974,974,40782
866,Pothen,barth4,6019,6019,40965
2351,Rommes,bips98_1142,9735,9735,40983
211,HB,mbeause,496,496,41063
2067,JGD_Homology,mk12-b2,13860,1485,41580
910,vanHeukelum,cage9,3534,3534,41594
1508,Pajek,Lederberg,8843,8843,41601
312,Bai,dw4096,8192,8192,41746
1615,Bai,dw8192,8192,8192,41746
2211,JGD_Trefethen,Trefethen_2000,2000,2000,41906
2684,VDOL,freeFlyingRobot_12,5578,5578,41940
825,TOKAMAK,utm3060,3060,3060,42211
1404,MathWorks,Kaufhold,8765,8765,42471
923,Alemdar,Alemdar,6245,6245,42581
1185,Rajat,rajat01,6833,6833,43250
2686,VDOL,freeFlyingRobot_14,5958,5958,43298
2687,VDOL,freeFlyingRobot_15,6038,6038,43378
420,FIDAP,ex23,1409,1409,43703
1548,Schenk_IBMNA,c-29,5033,5033,43731
2554,Schulthess,N_reactome,10204,16559,43816
2158,JGD_Margulies,flower_5_4,5226,14721,43942
2685,VDOL,freeFlyingRobot_13,5718,5718,43994
2688,VDOL,freeFlyingRobot_16,6078,6078,44006
1958,JGD_Franz,Franz5,7382,2882,44056
918,Hohn,fd15,11532,11532,44206
654,LPnetlib,lp_pilot,1441,4860,44375
2766,Mycielski,mycielskian10,767,767,44392
2105,JGD_Homology,n3c6-b8,4935,6435,44415
1797,Meszaros,deter3,7647,21777,44547
80,HB,beause,497,507,44551
2352,Rommes,bips98_1450,11305,11305,44678
1713,Meszaros,ge,10099,16369,44825
2697,VDOL,kineticBatchReactor_2,4361,4361,44840
2348,Rommes,nopss_11k,11685,11685,44941
1427,GHS_indef,qpband,20000,20000,45000
2103,JGD_Homology,n3c6-b6,6435,5005,45045
45,HB,bcsstk23,3134,3134,45178
2256,MathWorks,TS,2142,2142,45262
1959,JGD_Franz,Franz6,7576,3016,45456
547,Hollinger,g7jac020,5850,5850,45465
548,Hollinger,g7jac020sc,5850,5850,45465
1725,Meszaros,model4,1337,4962,45753
1891,Marini,eurqsa,7245,7245,46142
865,Pothen,barth,6691,6691,46187
1971,JGD_G5,IG5-12,2296,2875,46260
359,Boeing,msc01440,1440,1440,46270
1698,Meszaros,complex,1023,1408,46463
1957,JGD_Franz,Franz4,6784,5252,46528
349,Boeing,bcsstm39,46772,46772,46772
2323,SNAP,Oregon-1,11492,11492,46818
466,Grund,meg4,5860,5860,46842
1702,Meszaros,crew1,135,6469,46950
1190,Rajat,rajat06,10922,10922,46983
1739,Meszaros,nl,7039,15325,47035
2165,JGD_Margulies,kneser_8_3_1,15737,15681,47042
2065,JGD_Homology,mk11-b4b,9450,17325,47250
155,HB,gemat1,4929,10595,47369
1764,Meszaros,rosen2,1032,3080,47536
1620,Bai,mhd1280a,1280,1280,47906
372,Bomhof,circuit_3,12127,12127,48137
2405,Arenas,PGPgiantcompo,10680,10680,48632
2340,Rommes,xingo_afonso_itaipu,13250,13250,48735
2343,Rommes,mimo46x46_system,13250,13250,48735
421,FIDAP,ex24,2283,2283,48737
2339,Rommes,ww_vref_6405,13251,13251,48737
2342,Rommes,mimo28x28_system,13251,13251,48737
2346,Rommes,zeros_nopss_13k,13296,13296,48827
2341,Rommes,mimo8x8_system,13309,13309,48872
1197,Rajat,rajat13,7598,7598,48922
2353,Rommes,bips07_1693,13275,13275,49044
638,LPnetlib,lp_ken_11,14694,21349,49058
2468,DIMACS10,delaunay_n13,8192,8192,49094
1250,GHS_indef,tuma2,12992,12992,49365
437,FIDAP,ex6,1651,1651,49533
1544,Schenk_IBMNA,c-25,3797,3797,49635
1612,Bai,cryg10000,10000,10000,49699
209,HB,mbeacxc,496,496,49920
210,HB,mbeaflw,496,496,49920
627,LPnetlib,lp_fit2p,3000,13525,50284
2024,JGD_Homology,ch7-6-b3,12600,4200,50400
78,HB,beacxc,497,506,50409
2176,JGD_Relat,rel7,21924,1045,50636
1728,Meszaros,model7,3358,9582,51027
2202,JGD_Taha,abtaha1,14596,209,51307
2564,CPM,cz5108,5108,5108,51412
2104,JGD_Homology,n3c6-b7,6435,6435,51480
1699,Meszaros,cq5,5048,11748,51571
1178,HB,lock1074,1074,1074,51588
1684,Meszaros,aa6,646,7292,51728
2299,SNAP,ca-HepTh,9877,9877,51971
2064,JGD_Homology,mk11-b4,10395,17325,51975
1791,Meszaros,l30,2701,16281,52070
1682,Meszaros,aa4,426,7195,52121
1688,Meszaros,air05,426,7195,52121
427,FIDAP,ex3,1821,1821,52685
2036,JGD_Homology,ch7-9-b2,17640,1512,52920
2698,VDOL,kineticBatchReactor_3,5082,5082,53219
902,Shen,shermanACd,6136,6136,53329
79,HB,beaflw,497,507,53403
432,FIDAP,ex36,3079,3079,53843
1243,GHS_indef,ncvxqp9,16554,16554,54040
2245,TSOPF,TSOPF_RS_b9_c6,7224,7224,54082
1534,Pajek,Zewail,6752,6752,54233
1551,Schenk_IBMNA,c-32,5975,5975,54471
438,FIDAP,ex7,1633,1633,54543
2314,SNAP,p2p-Gnutella25,22687,22687,54705
407,FIDAP,ex10,2410,2410,54840
1938,JGD_BIBD,bibd_49_3,1176,18424,55272
1736,Meszaros,nemspmm1,2372,8903,55867
1730,Meszaros,model9,2879,10939,55956
2818,Goodwin,Goodwin_013,1965,1965,56069
1552,Schenk_IBMNA,c-33,6317,6317,56123
49,HB,bcsstk27,1224,1224,56126
77,HB,bcsstm27,1224,1224,56126
580,Hollinger,mark3jac020,9129,9129,56175
581,Hollinger,mark3jac020sc,9129,9129,56175
454,Grund,bayer03,6747,6747,56196
2041,JGD_Homology,ch8-8-b2,18816,1568,56448
840,Zitney,rdist2,3198,3198,56934
2663,Moqri,MISKnowledgeMap,2427,2427,57022
2425,AG-Monien,whitaker3_dual,19190,19190,57162
408,FIDAP,ex10hs,2548,2548,57308
1871,YCheng,psse1,14318,11028,57376
1752,Meszaros,pcb3000,3960,7732,57479
1805,Meszaros,fxm3_6,6200,12625,57722
2424,AG-Monien,whitaker3,9800,9800,57978
1696,Meszaros,co5,5774,12325,57993
465,Grund,meg1,2904,2904,58142
1834,Meszaros,scrs8-2r,14364,27691,58439
1748,Meszaros,p05,5090,9590,59045
522,Gset,G58,5000,5000,59140
523,Gset,G59,5000,5000,59140
2415,AG-Monien,crack_dual,20141,20141,60086
2414,AG-Monien,crack,10240,10240,60760
1245,GHS_indef,sit100,10262,10262,61046
1868,Quaglino,viscoplastic1,4326,4326,61166
756,Nasa,barth5,15606,15606,61484
1685,Meszaros,air02,50,6774,61555
1778,Meszaros,testbig,17613,31223,61639
841,Zitney,rdist3a,2398,2398,61896
1400,Bates,Chem97Zt,2541,31022,62044
2354,Rommes,bips07_1998,15066,15066,62198
2892,ML_Graph,yeast_30NN,1484,1484,62350
2070,JGD_Homology,mk12-b5,10395,62370,62370
1554,Schenk_IBMNA,c-35,6537,6537,62891
2850,Negre,dendrimer,730,730,63024
1786,Meszaros,gen1,769,2561,63086
1789,Meszaros,gen,769,2561,63086
650,LPnetlib,lp_pds_06,9881,29351,63220
919,Hohn,fd18,16428,16428,63406
36,HB,bcsstk14,1806,1806,63454
453,Grund,bayer02,13935,13935,63679
1693,Meszaros,car4,16384,33052,63724
1191,Rajat,rajat07,14842,14842,63913
1767,Meszaros,rosen10,2056,6152,64192
1553,Schenk_IBMNA,c-34,6611,6611,64333
2313,SNAP,p2p-Gnutella24,26518,26518,65369
2324,SNAP,Oregon-2,11806,11806,65460
2523,DIMACS10,fe_4elt2,11143,11143,65636
1549,Schenk_IBMNA,c-30,5321,5321,65693
1555,Schenk_IBMNA,c-36,7479,7479,65941
1683,Meszaros,aa5,801,8308,65953
705,LPnetlib,lpi_bgindy,2671,10880,66266
2355,Rommes,bips07_2476,16861,16861,66498
377,Brunetiere,thermal,3456,3456,66528
412,FIDAP,ex14,3251,3251,66775
1432,Oberwolfach,flowmeter0,9669,9669,67391
1433,Oberwolfach,flowmeter5,9669,9669,67391
1212,LiuWenzhuo,powersim,15838,15838,67562
433,FIDAP,ex37,3565,3565,67591
1622,Bai,mhd3200a,3200,3200,68026
1737,Meszaros,nemspmm2,2301,8734,68225
1718,Meszaros,lp22,2958,16392,68518
1709,Meszaros,ex3sta1,17443,17516,68779
2063,JGD_Homology,mk11-b3,17325,6930,69300
1234,GHS_indef,dtoc,24993,24993,69972
417,FIDAP,ex20,2203,2203,69981
1217,GHS_indef,aug3d,24300,24300,69984
1425,GHS_indef,bloweybq,10001,10001,69991
701,LPnetlib,lp_wood1p,244,2595,70216
1680,Meszaros,aa03,825,8627,70806
1681,Meszaros,aa3,825,8627,70806
1689,Meszaros,air06,825,8627,70806
442,Gaertner,nopoly,10774,10774,70842
2430,AG-Monien,L-9,17983,17983,71192
1665,Mittelmann,fome11,12142,24460,71264
2197,JGD_SPG,EX3,2600,2600,71760
2198,JGD_SPG,EX4,2600,2600,71760
414,FIDAP,ex18,5773,5773,71805
1926,JGD_BIBD,bibd_14_7,91,3432,72072
1472,Pajek,FA,10617,10617,72176
758,Nasa,nasa2146,2146,2146,72250
1214,Cannizzo,sts4098,4098,4098,72356
1770,Meszaros,slptsk,2861,3347,72465
1679,Meszaros,aa01,823,8904,72965
1687,Meszaros,air04,823,8904,72965
2279,Grund,poli4,33833,33833,73249
2347,Rommes,descriptor_xingo6u,20738,20738,73916
1242,GHS_indef,ncvxqp1,12111,12111,73963
2349,Rommes,xingo3012,20944,20944,74386
1556,Schenk_IBMNA,c-37,8204,8204,74676
2699,VDOL,kineticBatchReactor_4,7105,7105,74869
1176,HB,cegb3306,3306,3306,74916
656,LPnetlib,lp_pilot87,2030,6680,74949
2025,JGD_Homology,ch7-6-b4,15120,12600,75600
411,FIDAP,ex13,2568,2568,75628
2356,Rommes,bips07_3078,21128,21128,75729
389,DRIVCAV,cavity10,2597,2597,76367
390,DRIVCAV,cavity11,2597,2597,76367
391,DRIVCAV,cavity12,2597,2597,76367
392,DRIVCAV,cavity13,2597,2597,76367
393,DRIVCAV,cavity14,2597,2597,76367
394,DRIVCAV,cavity15,2597,2597,76367
697,LPnetlib,lp_stocfor3,16675,23541,76473
1215,GHS_indef,aug2d,29008,29008,76832
1557,Schenk_IBMNA,c-38,8127,8127,77689
425,FIDAP,ex28,2603,2603,77781
1550,Schenk_IBMNA,c-31,5339,5339,78571
443,Gaertner,pesa,11738,11738,79566
2880,ML_Graph,optdigits_10NN,5620,5620,79650
1175,HB,cegb3024,3024,3024,79848
1439,Oberwolfach,LFAT5000,19994,19994,79966
1216,GHS_indef,aug2dc,30200,30200,80000
1949,JGD_Forest,TF15,6334,7742,80057
410,FIDAP,ex12,3973,3973,80211
1179,HB,lock2232,2232,2232,80352
2707,VDOL,lowThrust_3,7064,7064,80645
2700,VDOL,kineticBatchReactor_5,7641,7641,80767
2887,ML_Graph,usps_norm_5NN,11000,11000,81112
2183,JGD_Relat,relat7b,21924,1045,81355
2184,JGD_Relat,relat7,21924,1045,81355
1559,Schenk_IBMNA,c-40,9941,9941,81501
1703,Meszaros,dano3mip,3202,15851,81633
1998,JGD_GL7d,GL7d25,2798,21074,81671
1787,Meszaros,gen2,1121,3264,81855
2253,Priebel,176bit,7441,7431,82270
2701,VDOL,kineticBatchReactor_6,7773,7773,82500
736,Mallya,lhr04,4101,4101,82682
737,Mallya,lhr04c,4101,4101,82682
570,Hollinger,jan99jac040,13694,13694,82842
571,Hollinger,jan99jac040sc,13694,13694,82842
528,Gset,G63,7000,7000,82918
529,Gset,G64,7000,7000,82918
1192,Rajat,rajat08,19362,19362,83443
826,TOKAMAK,utm5940,5940,5940,83842
35,HB,bcsstk13,2003,2003,83883
2433,AG-Monien,biplane-9,21701,21701,84076
2702,VDOL,kineticBatchReactor_7,7968,7968,84508
1563,Schenk_IBMNA,c-44,10728,10728,85000
2703,VDOL,kineticBatchReactor_8,8052,8052,85194
887,Norris,fv1,9604,9604,85264
2704,VDOL,kineticBatchReactor_9,8115,8115,86183
888,Norris,fv2,9801,9801,87025
889,Norris,fv3,9801,9801,87025
1916,TKK,t2d_q4,9801,9801,87025
1917,TKK,t2d_q9,9801,9801,87025
2520,DIMACS10,cs4,22499,22499,87716
1249,GHS_indef,tuma1,22967,22967,87760
2046,JGD_Homology,cis-n4c6-b13,6300,25605,88200
2122,JGD_Homology,n4c6-b13,6300,25605,88200
2315,SNAP,p2p-Gnutella30,36682,36682,88328
444,Garon,garon1,3175,3175,88927
1715,Meszaros,jendrec1,2109,4228,89608
2413,AG-Monien,big_dual,30269,30269,89858
1726,Meszaros,model5,1888,11802,89925
224,HB,orani678,2529,2529,90158
1686,Meszaros,air03,124,10757,91028
1972,JGD_G5,IG5-13,3994,4731,91209
441,Gaertner,big,13209,13209,91465
2693,VDOL,hangGlider_3,10260,10260,92703
2432,AG-Monien,stufe-10,24010,24010,92828
1888,NYPA,Maragal_5,4654,3320,93091
1380,Andrianov,fxm3_6,5026,5026,94026
423,FIDAP,ex26,2163,2163,94033
1810,Meszaros,stormg2-27,14441,37485,94274
839,Zitney,rdist1,4134,4134,94408
461,Grund,bayer10,13436,13436,94926
661,LPnetlib,lp_qap15,6330,22275,94950
798,Qaplib,lp_nug15,6330,22275,94950
288,Averous,epb1,14734,14734,95053
2393,Newman,cond-mat,16726,16726,95188
1303,GHS_indef,linverse,11999,11999,95977
2521,DIMACS10,cti,16840,16840,96464
1700,Meszaros,cq9,9278,21534,96653
2390,Newman,as-22july06,22963,22963,96872
639,LPnetlib,lp_ken_13,28632,42659,97246
1962,JGD_Franz,Franz9,19588,4164,97508
1963,JGD_Franz,Franz10,19588,4164,97508
864,Langemyr,comsol,1500,1500,97645
360,Boeing,msc04515,4515,4515,97707
2819,Goodwin,Goodwin_017,3317,3317,97773
2469,DIMACS10,delaunay_n14,16384,16384,98244
2440,AG-Monien,se,32768,32768,98300
2527,DIMACS10,fe_sphere,16386,16386,98304
1183,IBM_Austin,coupled,11341,11341,98523
413,FIDAP,ex15,6867,6867,98671
1838,Meszaros,sctap1-2b,15390,33858,99454
440,FIDAP,ex9,3363,3363,99471
1376,Rajat,rajat27,20640,20640,99777
716,LPnetlib,lpi_gosh,3792,13455,99953
1437,Oberwolfach,LF10000,19998,19998,99982
1441,Oberwolfach,piston,2025,2025,100015
2051,JGD_Homology,cis-n4c6-b4,20058,5970,100290
2127,JGD_Homology,n4c6-b4,20058,5970,100290
1961,JGD_Franz,Franz8,16728,7176,100368
1720,Meszaros,lpl3,10828,33686,100525
1329,Kemelmacher,Kemelmacher,28452,9693,100875
1262,GHS_psdef,ford1,18728,18728,101576
1560,Schenk_IBMNA,c-41,9769,9769,101745
1624,Bai,mhd4800a,4800,4800,102252
1870,YCheng,psse0,26722,11028,102432
2565,CPM,cz10228,10228,10228,102876
763,Nasa,shuttle_eddy,10429,10429,103599
881,Pothen,shuttle_eddy,10429,10429,103599
2288,SNAP,wiki-Vote,8297,8297,103689
1758,Meszaros,r05,5190,9690,104145
365,Boeing,nasa4704,4704,4704,104756
760,Nasa,nasa4704,4704,4704,104756
353,Boeing,crystm01,4875,4875,105339
1193,Rajat,rajat09,24482,24482,105573
439,FIDAP,ex8,3096,3096,106344
2322,SNAP,as-caida,31379,31379,106762
1788,Meszaros,gen4,1537,4298,107103
867,Pothen,barth5,15606,15606,107362
651,LPnetlib,lp_pds_10,16558,49932,107605
2643,DIMACS10,vsp_p0291_seymourl_iiasa,10498,10498,107736
1697,Meszaros,co9,10789,22924,109651
1561,Schenk_IBMNA,c-42,10471,10471,110285
1830,Meszaros,scfxm1-2b,19036,33047,111052
1692,Meszaros,baxter,27441,30733,111576
2638,DIMACS10,vsp_data_and_seymourl,9167,9167,111732
1771,Meszaros,south31,18425,36321,112398
1835,Meszaros,scsd8-2b,5130,35910,112770
1836,Meszaros,scsd8-2c,5130,35910,112770
2569,Bodendiek,CurlCurl_0,11083,11083,113343
582,Hollinger,mark3jac040,18289,18289,113435
583,Hollinger,mark3jac040sc,18289,18289,113435
549,Hollinger,g7jac040,11790,11790,114671
550,Hollinger,g7jac040sc,11790,11790,114671
1872,YCheng,psse2,28634,11028,115262
428,FIDAP,ex31,3909,3909,115357
2589,DIMACS10,de2010,24115,24115,116056
37,HB,bcsstk15,3948,3948,117816
981,Sumner,graphics,29493,11822,117954
1743,Meszaros,p010,10090,19090,118000
1591,QCD,conf5_0-4x4-10,3072,3072,119808
1592,QCD,conf5_0-4x4-14,3072,3072,119808
1593,QCD,conf5_0-4x4-18,3072,3072,119808
1594,QCD,conf5_0-4x4-22,3072,3072,119808
1595,QCD,conf5_0-4x4-26,3072,3072,119808
1596,QCD,conf6_0-4x4-20,3072,3072,119808
1597,QCD,conf6_0-4x4-30,3072,3072,119808
1424,GHS_indef,bloweybl,30003,30003,120000
1829,Meszaros,scagr7-2r,32847,46679,120141
1473,Pajek,foldoc,13356,13356,120238
868,Pothen,bodyy4,17546,17546,121938
1426,GHS_indef,cvxqp3,17500,17500,122462
1826,Meszaros,sc205-2r,35213,62423,123239
1562,Schenk_IBMNA,c-43,11125,11125,123675
2592,DIMACS10,hi2010,25016,25016,124126
2636,DIMACS10,vsp_c-30_data_data,11023,11023,124368
2871,ML_Graph,indianpines_10NN,9144,9144,124656
791,Okunbor,aft01,8205,8205,125567
2620,DIMACS10,ri2010,25181,25181,125750
543,Hamm,memplus,17758,17758,126150
572,Hollinger,jan99jac060,20614,20614,127182
573,Hollinger,jan99jac060sc,20614,20614,127182
792,Okunbor,aft02,8184,8184,127762
1218,GHS_indef,aug3dcqp,35543,35543,128115
626,LPnetlib,lp_fit2d,25,10524,129042
869,Pothen,bodyy5,18589,18589,129281
1194,Rajat,rajat10,30202,30202,130303
1565,Schenk_IBMNA,c-46,14913,14913,130397
2873,ML_Graph,JapaneseVowelsSmall_10NN,9961,9961,131144
2154,JGD_Margulies,cat_ears_4_4,19020,44448,132888
1531,Pajek,Wordnet3,82670,82670,132964
2767,Mycielski,mycielskian11,1535,1535,134710
870,Pothen,bodyy6,19366,19366,134748
1928,JGD_BIBD,bibd_15_7,105,6435,135135
1558,Schenk_IBMNA,c-39,9271,9271,136811
2201,JGD_Taha,abtaha2,37932,331,137228
2828,TAMU_SmartGridCenter,ACTIVSg10K,20000,20000,137736
819,Simon,raefsky6,3402,3402,137845
395,DRIVCAV,cavity16,4562,4562,138187
396,DRIVCAV,cavity17,4562,4562,138187
397,DRIVCAV,cavity18,4562,4562,138187
398,DRIVCAV,cavity19,4562,4562,138187
399,DRIVCAV,cavity20,4562,4562,138187
400,DRIVCAV,cavity21,4562,4562,138187
401,DRIVCAV,cavity22,4562,4562,138187
402,DRIVCAV,cavity23,4562,4562,138187
403,DRIVCAV,cavity24,4562,4562,138187
404,DRIVCAV,cavity25,4562,4562,138187
405,DRIVCAV,cavity26,4562,4562,138187
1443,Oberwolfach,rail_20209,20209,20209,139233
2437,AG-Monien,cca,49152,49152,139264
1247,GHS_indef,stokes64,12546,12546,140034
1248,GHS_indef,stokes64s,12546,12546,140034
378,Cote,mplate,5962,5962,142190
1666,Mittelmann,fome12,24284,48920,142528
2434,AG-Monien,shock-9,36476,36476,142580
1825,Meszaros,pltexpa,26894,70364,143059
1406,Bindel,ted_B,10605,10605,144579
1409,Bindel,ted_B_unscaled,10605,10605,144579
645,LPnetlib,lp_osa_07,1118,25067,144812
643,LPnetlib,lp_maros_r7,3136,9408,144848
2344,Rommes,juba40k,40337,40337,144945
2345,Rommes,bauru5727,40366,40366,145019
901,Shen,shermanACb,18510,18510,145149
2878,ML_Graph,mnist_test_norm_10NN,10000,10000,145600
2052,JGD_Homology,D6-6,120576,23740,146880
2438,AG-Monien,ccc,49152,49152,147456
2316,SNAP,p2p-Gnutella31,62586,62586,147892
2214,QY,case9,14454,14454,147972
2231,TSOPF,TSOPF_FS_b9_c6,14454,14454,147972
1645,Mittelmann,nug08-3rd,19728,29856,148416
40,HB,bcsstk18,11948,11948,149090
2694,VDOL,hangGlider_4,15561,15561,149532
1272,GHS_psdef,pds10,16558,16558,149658
1295,GHS_indef,bloweya,30004,30004,150009
1731,Meszaros,model10,4400,16819,150372
911,vanHeukelum,cage10,11397,11397,150645
2533,DIMACS10,wing_nodal,10937,10937,150976
2146,JGD_Kocay,Trec12,551,2726,151219
2870,ML_Graph,har_10NN,10299,10299,151736
1694,Meszaros,cari,400,1200,152800
2254,Priebel,192bit,13691,13682,154303
1821,Meszaros,nsir,4453,10057,154939
2695,VDOL,hangGlider_5,16011,16011,155246
2627,DIMACS10,vt2010,32580,32580,155598
1708,Meszaros,e18,24617,38602,156466
738,Mallya,lhr07,7337,7337,156508
739,Mallya,lhr07c,7337,7337,156508
2875,ML_Graph,kmnist_norm_10NN,10000,10000,156932
1568,Schenk_IBMNA,c-49,21132,21132,157042
551,Hollinger,g7jac050sc,14760,14760,157990
2537,IPSO,OPF_3754,15435,15435,158273
2868,ML_Graph,Fashion_MNIST_norm_10NN,10000,10000,158304
455,Grund,bayer04,20545,20545,159082
46,HB,bcsstk24,3562,3562,159910
1874,HVDC,hvdc1,24842,24842,159981
1180,HB,lock3491,3491,3491,160444
2708,VDOL,lowThrust_4,13562,13562,160947
1779,Meszaros,ulevimin,6590,46937,164538
1567,Schenk_IBMNA,c-48,18354,18354,166080
834,Zhao,Zhao1,33861,33861,166453
835,Zhao,Zhao2,33861,33861,166453
818,Simon,raefsky5,6316,6316,168658
1331,MathWorks,Muu,7102,7102,170134
584,Hollinger,mark3jac060,27449,27449,170695
585,Hollinger,mark3jac060sc,27449,27449,170695
2002,JGD_Groebner,f855_mat9,2456,2511,171214
2003,JGD_Groebner,f855_mat9_I,2456,2511,171214
574,Hollinger,jan99jac080,27534,27534,171522
575,Hollinger,jan99jac080sc,27534,27534,171522
1365,PARSEC,SiH4,5041,5041,171903
1973,JGD_G5,IG5-14,6735,7621,173337
1299,GHS_indef,bratu3d,27792,27792,173796
364,Boeing,nasa2910,2910,2910,174296
759,Nasa,nasa2910,2910,2910,174296
1564,Schenk_IBMNA,c-45,13206,13206,174452
289,Averous,epb2,25228,25228,175027
1204,Oberwolfach,t2dah_a,11445,11445,176117
1205,Oberwolfach,t2dah_e,11445,11445,176117
1447,Oberwolfach,t2dah,11445,11445,176117
832,Wang,wang3,26064,26064,177168
833,Wang,wang4,26068,26068,177196
1459,Pajek,dictionary28,52652,52652,178076
2530,DIMACS10,t60k,60005,60005,178880
1298,GHS_indef,brainpc2,27607,27607,179395
1735,Meszaros,nemsemm2,6943,48878,182012
2820,Goodwin,Goodwin_023,6005,6005,182168
1840,Meszaros,sctap1-2r,28830,63426,186366
2296,SNAP,ca-CondMat,23133,23133,186936
2797,SNAP,wiki-RfA,11380,11380,188077
1837,Meszaros,scsd8-2r,8650,60550,190210
1862,Szczerba,Ill_Stokes,20896,20896,191368
1738,Meszaros,nemswrld,7138,28550,192283
1111,Sandia,mult_dcop_03,25187,25187,193216
1109,Sandia,mult_dcop_01,25187,25187,193276
1110,Sandia,mult_dcop_02,25187,25187,193276
1569,Schenk_IBMNA,c-50,22401,22401,193625
1941,JGD_CAG,CAG_mat1916,1916,1916,195985
2634,DIMACS10,vsp_befref_fxm_2_4_air02,14109,14109,196448
764,Nasa,skirt,12598,12598,196520
882,Pothen,skirt,12598,12598,196520
2470,DIMACS10,delaunay_n15,32768,32768,196548
2435,AG-Monien,bfly,49152,49152,196608
1371,Rajat,rajat22,39899,39899,197264
1314,GHS_psdef,obstclae,40000,40000,197608
1315,GHS_psdef,torsion1,40000,40000,197608
2709,VDOL,lowThrust_5,16262,16262,198369
1366,PARSEC,SiNa,5743,5743,198787
1781,Meszaros,world,34506,67147,198883
1312,GHS_psdef,jnlbrng1,40000,40000,199200
